uuid,name,name_plain,description,description_plain,item,owner,owner_plain,visits,votes,has_resource_pack,has_whitelist,player_count
,"{""italic"":false,""text"":""ySoFat's World""}","ySoFat's World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""ySoFat""}","ySoFat",0,0,false,false,-1
,"{""italic"":false,""text"":""Undefenseable's World""}","Undefenseable's World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""Undefenseable""}","Undefenseable",1,0,false,false,-1
,"{""italic"":false,""text"":""ScoredCellar645's World""}","ScoredCellar645's World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""ScoredCellar645""}","ScoredCellar645",4,0,false,false,-1
,"{""italic"":false,""text"":""123BAER123's World""}","123BAER123's World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""123BAER123""}","123BAER123",7,0,false,false,-1
,"{""italic"":false,""text"":""Amotoz's World""}","Amotoz's World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""Amotoz""}","Amotoz",1,0,false,false,-1
,"{""italic"":false,""text"":""Onkel_Voldy's World""}","Onkel_Voldy's World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""Onkel_Voldy""}","Onkel_Voldy",3,0,false,false,-1
,"{""italic"":false,""text"":""ZylaxYT's World""}","ZylaxYT's World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""ZylaxYT""}","ZylaxYT",1,0,false,false,-1
,"{""italic"":false,""text"":""Pyfew's World""}","Pyfew's World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""Pyfew""}","Pyfew",2,0,false,false,-1
,"{""italic"":false,""text"":""rbga's World""}","rbga's World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""rbga""}","rbga",1,0,false,false,-1
,"{""italic"":false,""text"":""Willpillreturns's World""}","Willpillreturns's World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""Willpillreturns""}","Willpillreturns",1,0,false,false,-1
,"{""italic"":false,""text"":""Uthimentius's World""}","Uthimentius's World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""Uthimentius""}","Uthimentius",0,0,false,false,-1
,"{""italic"":false,""text"":""CraftPlay8900's World""}","CraftPlay8900's World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""CraftPlay8900""}","CraftPlay8900",3,0,false,false,-1
,"{""italic"":false,""text"":""penewold's World""}","penewold's World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""penewold""}","penewold",1,0,false,false,-1
,"{""italic"":false,""text"":""EndoRulz's World""}","EndoRulz's World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""EndoRulz""}","EndoRulz",1,0,false,false,-1
,"{""italic"":false,""text"":""JustOdaya's World""}","JustOdaya's World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""JustOdaya""}","JustOdaya",1,0,false,false,-1
,"{""italic"":false,""text"":""BergundyBoys's World""}","BergundyBoys's World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""BergundyBoys""}","BergundyBoys",1,0,false,false,-1
,"{""italic"":false,""text"":""Galaxy_8D's World""}","Galaxy_8D's World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""Galaxy_8D""}","Galaxy_8D",2,0,false,false,-1
,"{""italic"":false,""text"":""Djflix's World""}","Djflix's World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""Djflix""}","Djflix",4,0,false,false,-1
,"{""italic"":false,""text"":""RgbYoshi's World""}","RgbYoshi's World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""RgbYoshi""}","RgbYoshi",0,0,false,false,-1
,"{""italic"":false,""text"":""Woulougios's World""}","Woulougios's World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""Woulougios""}","Woulougios",1,0,false,false,-1
,"{""italic"":false,""text"":""SuperSword_'s World""}","SuperSword_'s World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""SuperSword_""}","SuperSword_",1,0,false,false,-1
,"{""italic"":false,""text"":""raptor21814's World""}","raptor21814's World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""raptor21814""}","raptor21814",41,0,false,false,-1
,"{""italic"":false,""text"":""Moonyl's World""}","Moonyl's World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""Moonyl""}","Moonyl",13,0,false,false,-1
,"{""italic"":false,""text"":""DarkCatOfDOOM's World""}","DarkCatOfDOOM's World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""DarkCatOfDOOM""}","DarkCatOfDOOM",1,0,false,false,-1
,"{""italic"":false,""text"":""RacoonTrenchCoat's World""}","RacoonTrenchCoat's World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""Ascestane""}","Ascestane",3,0,false,false,-1
,"{""italic"":false,""text"":""ProOrange4987's World""}","ProOrange4987's World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""ProOrange4987""}","ProOrange4987",2,0,false,false,-1
,"{""italic"":false,""text"":""64gigabytes's World""}","64gigabytes's World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""extra"":[{""color"":""green"",""extra"":[{""color"":""#8888FF"",""text"":""ꜰᴍ""},{""text"":"" ""},{""color"":""dark_gray"",""extra"":[{""color"":""#7777FF"",""text"":""6""},{""color"":""#7485FF"",""text"":""4""},{""color"":""#7092FF"",""text"":""g""},{""color"":""#6DA0FF"",""text"":""i""},{""color"":""#69ADFF"",""text"":""g""},{""color"":""#66BBFF"",""text"":""a""},{""color"":""#63C9FF"",""text"":""b""},{""color"":""#5FD6FF"",""text"":""y""},{""color"":""#5CE4FF"",""text"":""t""},{""color"":""#58F1FF"",""text"":""e""},{""color"":""aqua"",""text"":""s""}],""text"":""| ""}],""text"":""""}],""text"":""""}","ꜰᴍ | 64gigabytes",0,0,false,false,-1
,"{""italic"":false,""text"":""DigitalDerg's World""}","DigitalDerg's World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""DigitalDerg""}","DigitalDerg",1,0,false,false,-1
,"{""italic"":false,""text"":""\""scrabble maybe someday\""""}","""scrabble maybe someday""","{""italic"":false,""color"":""gray"",""text"":""still WIP, but kinda playable""}","still WIP, but kinda playable","player_head","{""italic"":false,""color"":""gray"",""text"":""123itsaMe""}","123itsaMe",33,0,false,false,-1
,"{""italic"":false,""text"":""ItsRemix's World""}","ItsRemix's World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""ItsRemix""}","ItsRemix",2,0,false,false,-1
,"{""italic"":false,""text"":""amysthat's World""}","amysthat's World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""amysthat""}","amysthat",6,0,false,false,-1
,"{""italic"":false,""text"":""NithMus_'s World""}","NithMus_'s World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""NithMus_""}","NithMus_",1,0,false,false,-1
,"{""italic"":false,""text"":""Wave of Zombies""}","Wave of Zombies","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","bow","{""italic"":false,""color"":""gray"",""text"":""TheFreePlant""}","TheFreePlant",4,0,false,false,-1
,"{""italic"":false,""text"":""HarderStyle's World""}","HarderStyle's World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""HarderStyle""}","HarderStyle",1,0,false,false,-1
,"{""italic"":false,""text"":""dont come""}","dont come","{""italic"":false,""color"":""gray"",""text"":""still a heavy W.I.P""}","still a heavy W.I.P","structure_block","{""italic"":false,""color"":""gray"",""text"":""RoomySleet29702""}","RoomySleet29702",52,0,false,false,-1
,"{""italic"":false,""text"":""ING3_'s World""}","ING3_'s World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""ING3_""}","ING3_",1,0,false,false,-1
,"{""italic"":false,""text"":""WillOCN's World""}","WillOCN's World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""WillOCN""}","WillOCN",1,0,false,false,-1
,"{""italic"":false,""text"":""JustJammin's World""}","JustJammin's World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""JustJammin""}","JustJammin",1,0,false,false,-1
